Distance,Solution
1039|City 12 -> City 4 -> City 10 -> City 17 -> City 5 -> City 11 -> City 18 -> City 1 -> City 20 -> City 16 -> City 6 -> City 8 -> City 7 -> City 3 -> City 15 -> City 9 -> City 2 -> City 19 -> City 13 -> City 14|
952|City 9 -> City 2 -> City 15 -> City 19 -> City 3 -> City 11 -> City 5 -> City 20 -> City 16 -> City 7 -> City 8 -> City 14 -> City 10 -> City 12 -> City 13 -> City 6 -> City 4 -> City 18 -> City 1 -> City 17|
951|City 19 -> City 8 -> City 7 -> City 4 -> City 16 -> City 13 -> City 10 -> City 14 -> City 12 -> City 6 -> City 17 -> City 18 -> City 1 -> City 20 -> City 11 -> City 5 -> City 9 -> City 2 -> City 15 -> City 3|
917|City 12 -> City 14 -> City 10 -> City 6 -> City 4 -> City 13 -> City 16 -> City 3 -> City 20 -> City 1 -> City 18 -> City 17 -> City 5 -> City 11 -> City 9 -> City 2 -> City 15 -> City 19 -> City 8 -> City 7|
931|City 8 -> City 4 -> City 12 -> City 6 -> City 13 -> City 14 -> City 10 -> City 16 -> City 17 -> City 18 -> City 1 -> City 20 -> City 3 -> City 19 -> City 2 -> City 9 -> City 5 -> City 11 -> City 15 -> City 7|
